401.19,428.54,300.47,185.07
403.06,425.08,296.07,186.01
402.5,426.12,297.39,185.73
402.1,426.85,291.02,189.73
401.83,427.35,275.43,249.55
401.64,427.71,282.94,230.2
401.5,427.96,280.91,220.87
351.11,380.84,316.99,283.17
366.13,395.15,312.04,253.74
376.65,405.17,308.57,233.14
384.01,412.18,306.14,218.72
389.17,417.09,304.44,208.62
392.77,420.53,303.25,201.56
395.34,422.89,302.39,196.59
397.14,424.52,301.79,193.12
398.41,425.66,301.37,190.69
399.3,426.46,301.08,188.98
399.88,427.06,300.88,187.79
400.29,427.48,296.31,187.84
400.57,427.77,293.11,187.87
400.76,427.97,276.9,248.26
400.9,428.11,265.56,290.53
400.99,428.2,257.62,320.12
401.03,428.29,252.06,340.83
401.08,428.33,248.17,355.32
401.11,428.36,245.46,365.47
401.14,428.38,243.57,372.57
352.54,416.61,290.86,389.33
318.53,408.37,323.96,401.06
294.72,402.61,312.51,337.22
278.06,398.57,304.48,292.53
266.38,395.75,298.86,261.25
258.21,393.78,294.92,239.35
252.5,392.44,326.82,296.06
248.5,391.49,349.14,335.75
245.69,390.83,364.84,363.5
243.72,390.37,375.83,382.92
242.34,390.05,348.72,324.49
290.06,401.5,334.19,282.7
323.46,409.51,324.02,253.45
346.86,415.12,298.52,294.23
314.53,407.38,329.41,334.43
340.61,413.64,302.31,350.9
328.51,345.1,283.34,362.42
320.04,297.12,270.06,370.49
314.13,263.56,260.76,376.09
309.99,240.07,254.25,380.02
337.45,296.52,268.06,321.56
326.3,263.11,259.36,341.84
300.11,300.98,302,367.77
281.78,327.47,331.85,385.91
268.95,346.02,352.75,398.62
278.35,297.77,318.62,395.83
266.54,325.22,343.49,405.56
258.28,344.43,360.89,412.37
252.49,357.88,373.08,417.13
248.45,367.32,381.62,420.47
245.62,373.93,387.58,422.79
243.64,378.55,391.75,424.42
242.25,381.79,394.68,425.56
241.29,384.04,396.73,426.35
240.61,385.61,398.17,426.9
240.14,386.73,399.17,427.33
239.81,387.47,369.51,354.68
239.58,387.98,379.11,376.77
239.41,388.35,385.85,392.22
239.28,388.62,390.57,403.05
239.2,388.8,393.86,410.6
239.14,388.94,396.15,415.92
239.1,389.04,397.75,419.64
239.07,389.11,398.86,422.28
239.05,389.15,399.63,424.13
239.03,389.19,400.2,425.39
239.03,389.19,400.6,426.29
239.02,389.2,400.87,426.91
239.04,389.19,401.09,427.33
239.04,389.19,401.24,427.63
239.05,389.19,401.35,427.82
239.06,389.18,401.42,427.96
239.07,389.18,401.48,428.05
239.08,389.18,401.51,428.12
239.08,389.18,401.55,428.16
239.1,389.18,401.57,428.18
239.11,389.19,401.58,428.21
239.12,389.19,401.56,428.23
239.12,389.2,401.59,428.22
239.13,389.2,401.56,428.25
239.13,389.2,401.54,428.27
239.13,389.2,401.53,428.28
239.12,389.2,401.51,428.29
239.14,389.19,401.5,428.3
239.15,389.18,401.49,428.3
239.15,389.18,401.47,428.29
239.16,389.17,401.46,428.28
239.15,389.17,401.44,428.28
239.14,389.17,401.44,428.27
239.15,389.16,401.45,428.28
239.15,389.15,401.45,428.26
239.13,389.2,401.45,428.25
287.83,400.91,352.76,416.55
321.92,409.11,318.67,408.36
297.08,403.15,343.51,414.32
279.7,398.94,360.89,418.5
267.52,395.99,373.06,421.43
307.71,405.66,332.86,411.75
287.12,400.71,353.45,416.72
321.43,408.99,319.14,408.45
345.45,414.78,295.13,402.66
362.26,418.84,278.32,398.61
325.3,409.94,315.27,407.49
299.43,403.7,341.13,413.7
281.32,399.34,359.23,418.02
317.34,407.98,323.17,409.37
342.58,414.05,297.92,403.32
360.26,418.3,280.28,399.05
372.63,421.27,267.93,396.06
381.29,423.35,259.29,393.97
387.35,424.8,253.24,392.51
391.59,425.82,249,391.49
394.56,426.52,246.04,390.77
396.64,427.02,243.96,390.27
349.38,415.65,291.21,401.65
316.3,407.69,324.29,409.62
293.15,402.1,347.44,415.19
276.94,398.2,363.65,419.08
265.58,395.49,374.99,421.81
257.63,393.59,382.92,423.73
252.07,392.25,388.46,425.07
248.2,391.29,392.34,426.01
245.48,390.63,395.13,426.66
243.58,390.18,397.02,427.14
242.24,389.87,398.34,427.47
241.29,389.68,399.26,427.67
240.63,389.55,399.89,427.89
288.84,401.22,351.65,416.29
322.63,409.32,317.88,408.18
297.56,403.3,342.95,414.21
279.99,399.08,360.52,418.43
267.69,396.12,372.8,421.37
259.08,394.06,381.36,423.52
253.09,392.59,387.35,425.02
297.56,403.37,356.83,354.02
328.73,410.85,339.83,303.36
350.56,416.09,309.61,329.1
365.84,419.75,288.46,347.12
376.52,422.32,273.65,359.73
384.01,424.1,277.22,308.35
389.26,425.35,276.95,275.53
392.92,426.22,263.09,257.07
395.48,426.82,248.09,243.18
397.29,427.24,237.59,233.45
398.55,427.56,230.24,226.65
399.31,428.03,232.94,275.44
362.41,359.27,283.79,321.38
317.62,314.73,319.59,353.54
278.19,281.88,344.97,376.03
258.66,260.55,363.27,391.79
244.98,245.62,376.4,402.95
235.41,235.17,335.57,398.75
286.93,293.48,290.8,340.69
322.45,334.15,255.44,299.48
347.25,362.63,242.73,272.87
364.62,382.71,233.81,254.26
378.52,392.86,281.11,280.02
387.37,403.47,268.86,288.01
394.1,407.99,257.55,293.15
398.49,411.23,252.27,321.34
400.92,413.55,249.09,341.19
395.54,418.3,246.79,355.22
397.05,423.62,244.62,365.83
398.07,427.99,227.11,317.65
398.73,431.68,230,340.42
408.47,430.76,216.88,299.86
410.46,432.96,219.62,334.03
356.83,419.54,279.89,364.94
305.66,355.24,265.14,369.52
343.37,378.15,254.41,370.35
304.26,327.97,309.98,388.24
347.53,358.22,283.51,379.05
384.29,380.72,264.24,370.44
413.38,396.5,251.3,364.85
439.6,406.33,241.73,359.72
462.39,413.31,230.72,360.94
389.59,392.08,320.18,380.1
338.55,375.72,383.62,394.35
303.63,365.49,425.86,402.69
279.49,358.78,464.19,410.88
262.84,354.36,487.62,414.97
251.71,351.77,510.85,419.67
244.7,350.56,527.96,421.63
240.01,350.59,542.41,422.97
237.08,350.85,556.73,424.24
341.12,373.12,459.85,401.75
310.2,365.34,497.12,408.61
289.48,357.03,520.06,414.39
277.3,352.28,537.93,417.88
270.16,348.19,546.69,421.89
264.73,344,551.25,425.59
261.33,343.18,557.69,428.84
258.79,342.86,555.82,430.45
256.81,342.96,552.79,432.32
253.9,341.75,550.1,433.26
252.81,342.32,548.81,429.48
251.95,342.9,545.36,430.81
251.92,344.24,541.85,431.8
251.72,345.11,533.42,430.83
251.13,344.83,530.89,432.11
251.72,345.67,528.26,432.53
251.16,345.06,525.15,432.14
250.89,344.56,521.9,431.09
244.58,343.9,519.07,429.89
238.53,349.2,516.14,428.33
242,347.46,521.49,427.68
238.16,345.75,516.64,426.36
240.92,343.5,417.53,360.02
242.85,341.93,442.6,378.53
244.07,340.88,459.9,391.52
244.83,340.2,471.58,400.53
246.43,341.17,479.3,406.85
246.71,340.47,391.39,346.36
246.92,339.96,422.39,369.13
247.06,339.65,351.55,319.96
247.1,339.46,394.02,350.76
247.14,339.36,423.3,372.31
246.99,339.32,443.59,387.4
246.92,339.34,457.68,397.79
246.85,339.32,467.03,406.32
246.78,339.36,474.38,410.49
246.75,339.4,478.9,414.74
246.75,339.48,482.37,417.72
246.79,339.63,484.97,419.85
246.79,339.77,486.94,421.45
248.02,341.32,488.27,424.75
247.65,341,489.3,424.76
247.37,340.78,489.99,426.57
247.19,340.62,490.8,425.79
247.07,340.5,491.57,427.48
248.08,341.75,492.29,426.54
248.79,342.62,396.49,359.57
248.12,341.93,425.9,379.08
248.88,342.8,446.46,392.72
248.16,342.11,460.83,402.32
248.64,342.67,470.96,409.06
248.03,342.08,478.08,413.94
249.99,337.73,483.08,417.33
250.21,340.33,486.77,419.74
250.43,342.27,489.49,421.46
250.36,343.81,470.7,401.22
247.78,343.49,479.1,406.08
