19.786,21.579,17.584,3.5454
39.572,43.159,35.168,7.0909
59.358,64.738,51.993,11.003
79.059,86.265,68.285,15.171
98.701,107.75,84.206,19.519
118.01,128.53,106.09,31.487
137.07,148.8,137.59,51.461
155.96,168.71,175.84,77.067
174.74,188.38,207.11,96.424
193.43,207.86,233.49,111.41
192.26,205.64,250.54,130.05
191.05,203.33,273.48,153.47
189.81,200.96,301.14,180.16
188.64,198.6,332.12,209.13
198.22,201.99,354.83,233.7
205.33,205.06,376.1,253.7
220.63,213.08,380.33,261.82
242.06,224.48,372.62,261.59
257.46,233.16,378.82,271.74
278.55,245.12,384.62,283.83
293.74,254.19,388.6,291.51
304.79,261.25,390.94,297.06
312.95,266.88,380.96,290.66
319.08,271.53,373.2,285.29
313.08,269.73,378.24,286.76
308.89,268.46,380.99,286.89
296.05,262.39,393.14,292.9
276.75,253.05,411.87,303.03
263.12,246.48,424.61,310
243.55,236.67,442.84,319.32
229.7,229.78,455.19,326.58
220.01,224.96,462.94,330.58
213.22,221.59,478.77,342.49
208.21,219.28,489.38,350.56
204.6,217.64,495.65,355.85
201.98,216.46,499.54,359.32
200.05,215.61,501.6,361.1
198.61,214.98,499.82,363.7
197.73,214.55,494.57,367.44
197.26,214.26,480.91,360.26
196.94,214.06,460.94,344.66
196.58,213.89,437.3,324.28
196.2,213.74,411.12,300.53
196.06,213.57,393.53,284.55
195.93,213.45,381.91,274.04
195.47,212.68,373.96,267.23
195.25,212.15,368.19,262.61
195.18,211.78,366.54,257.5
195.15,211.51,368.58,251.47
195.14,211.32,379.63,257.27
194.79,210.49,396.99,271.37
194.22,209.22,415.91,293.27
193.96,208.33,438.51,318.11
193.92,207.7,453.36,334.85
202.81,211.41,453.68,341
209.52,214.7,453.7,344.7
214.21,217,453.62,346.69
217.5,218.6,453.47,347.48
228.57,223.76,444.42,343.34
245.34,231.91,428.67,335.05
266.6,242.82,408.25,323.86
281.48,250.45,396.97,313.8
298.23,262.13,379.94,301.89
318.62,273.59,358.87,288.7
333.39,281.42,344.12,279.47
353.02,290.8,324.51,268.17
374.61,301.28,307.24,263.01
397.59,312.41,291.9,261.8
414.29,319.82,286.8,267.33
426.46,324.07,288.97,278.56
435.5,326.07,296.14,293.76
451.99,331.61,297.1,306.63
467.13,332.6,297.77,315.63
479.2,333.39,303.62,329.42
488.68,334.62,307.71,339.07
496.49,336.24,310.58,345.83
503.72,336.52,312.47,350.19
512.76,337.24,313.82,352.76
521.76,338.69,313.61,355
530.7,341,313.22,356.31
539.6,343.93,312.65,357.15
547.78,347.6,312.41,357.29
548.22,353.28,323.98,362.94
549.64,359.01,331.9,366.48
545.7,364.31,349.06,374.76
543.48,368.47,367.74,386.58
539.56,372.95,386.75,393.61
532,376.41,405.58,397.83
525.37,379.26,420.79,398.69
519.21,381.3,432.81,397.6
513.07,382.6,435.82,389.86
504.55,381.94,443.17,382.98
